"","Family","Species","New.Genus","New.Species"
"33414","Salicaceae","Salix herbacea","Salix","herbacea"
"33418","Salicaceae","Salix humboldtiana","Salix","humboldtiana"
"33422","Salicaceae","Salix humilis","Salix","humilis"
"33424","Salicaceae","Salix integra","Salix","integra"
"33425","Salicaceae","Salix schwerinii","Salix","schwerinii"
"33426","Salicaceae","Salix lasiandra","Salix","lasiandra"
"33428","Salicaceae","Salix lasiolepis","Salix","lasiolepis"
"33430","Salicaceae","Salix lucida","Salix","lucida"
"33431","Salicaceae","Salix magnifica","Salix","magnifica"
"33435","Salicaceae","Salix mucronata","Salix","mucronata"
"33436","Salicaceae","Salix nigra","Salix","nigra"
"33443","Salicaceae","Salix pentandra","Salix","pentandra"
"33447","Salicaceae","Salix purpurea","Salix","purpurea"
"33451","Salicaceae","Salix repens","Salix","repens"
"33454","Salicaceae","Salix reticulata","Salix","reticulata"
"33455","Salicaceae","Salix eriocephala","Salix","eriocephala"
"33456","Salicaceae","Salix rosmarinifolia","Salix","rosmarinifolia"
"33457","Salicaceae","Salix udensis","Salix","udensis"
"33458","Salicaceae","Salix scouleriana","Salix","scouleriana"
"33459","Salicaceae","Salix silesiaca","Salix","silesiaca"
"33461","Salicaceae","Salix tetrasperma","Salix","tetrasperma"
"33463","Salicaceae","Salix triandra","Salix","triandra"
"33464","Salicaceae","Salix viminalis","Salix","viminalis"
"33473","Salicaceae","Salix warburgii","Salix","warburgii"
"33475","Solanaceae","Salpichroa origanifolia","Salpichroa","origanifolia"
"33477","Solanaceae","Salpiglossis sinuata","Salpiglossis","sinuata"
"33481","Amaranthaceae","Salsola imbricata","Salsola","imbricata"
"33482","Amaranthaceae","Salsola dendroides","Salsola","dendroides"
"33483","Amaranthaceae","Salsola kali","Salsola","kali"
"33493","Amaranthaceae","Salsola sclerantha","Salsola","sclerantha"
"33498","Salvadoraceae","Salvadora oleoides","Salvadora","oleoides"
"33500","Salvadoraceae","Salvadora persica","Salvadora","persica"
"33501","Lamiaceae","Salvia apiana","Salvia","apiana"
"33507","Lamiaceae","Salvia argentea","Salvia","argentea"
"33508","Lamiaceae","Salvia azurea","Salvia","azurea"
"33509","Lamiaceae","Salvia coccinea","Salvia","coccinea"
"33512","Lamiaceae","Salvia dorisiana","Salvia","dorisiana"
"33515","Lamiaceae","Salvia dorrii","Salvia","dorrii"
"33516","Lamiaceae","Salvia elegans","Salvia","elegans"
"33517","Lamiaceae","Salvia farinacea","Salvia","farinacea"
"33520","Lamiaceae","Salvia fruticosa","Salvia","fruticosa"
"33521","Lamiaceae","Salvia greggii","Salvia","greggii"
"33522","Lamiaceae","Salvia coerulea","Salvia","coerulea"
"33523","Lamiaceae","Salvia judaica","Salvia","judaica"
"33524","Lamiaceae","Salvia jurisicii","Salvia","jurisicii"
"33525","Lamiaceae","Salvia leucantha","Salvia","leucantha"
"33529","Lamiaceae","Salvia leucophylla","Salvia","leucophylla"
"33530","Lamiaceae","Salvia mellifera","Salvia","mellifera"
"33535","Lamiaceae","Salvia miltiorrhiza","Salvia","miltiorrhiza"
"33536","Lamiaceae","Salvia nemorosa","Salvia","nemorosa"
"33538","Lamiaceae","Salvia officinalis","Salvia","officinalis"
"33563","Lamiaceae","Salvia oxyphora","Salvia","oxyphora"
"33564","Lamiaceae","Salvia patens","Salvia","patens"
"33567","Lamiaceae","Salvia pratensis","Salvia","pratensis"
"33568","Lamiaceae","Salvia reflexa","Salvia","reflexa"
"33570","Lamiaceae","Salvia sclarea","Salvia","sclarea"
"33574","Lamiaceae","Salvia splendens","Salvia","splendens"
"33586","Lamiaceae","Salvia verticillata","Salvia","verticillata"
"33587","Lamiaceae","Salvia sylvestris","Salvia","sylvestris"
"33588","Salviniaceae","Salvinia adnata","Salvinia","adnata"
"33597","Adoxaceae","Sambucus cerulea","Sambucus","cerulea"
"33598","Adoxaceae","Sambucus canadensis","Sambucus","canadensis"
"33605","Adoxaceae","Sambucus glauca","Sambucus","glauca"
"33606","Adoxaceae","Sambucus javanica","Sambucus","javanica"
"33608","Adoxaceae","Sambucus nigra","Sambucus","nigra"
"33630","Adoxaceae","Sambucus pubens","Sambucus","pubens"
"33631","Adoxaceae","Sambucus racemosa","Sambucus","racemosa"
"33640","Primulaceae","Samolus valerandi","Samolus","valerandi"
"33641","Acanthaceae","Sanchezia nobilis","Sanchezia","nobilis"
"33642","Acanthaceae","Sanchezia parvibracteata","Sanchezia","parvibracteata"
"33643","Acanthaceae","Sanchezia speciosa","Sanchezia","speciosa"
"33644","Colchicaceae","Sandersonia aurantiaca","Sandersonia","aurantiaca"
"33645","Meliaceae","Sandoricum koetjape","Sandoricum","koetjape"
"33649","Papaveraceae","Sanguinaria canadensis","Sanguinaria","canadensis"
"33651","Rosaceae","Sanguisorba minor","Sanguisorba","minor"
"33653","Rosaceae","Sanguisorba officinalis","Sanguisorba","officinalis"
"33655","Apiaceae","Sanicula elata","Sanicula","elata"
"33656","Apiaceae","Sanicula europaea","Sanicula","europaea"
"33658","Asparagaceae","Sansevieria hyacinthoides","Sansevieria","hyacinthoides"
"33659","Asparagaceae","Sansevieria cylindrica","Sansevieria","cylindrica"
"33660","Asparagaceae","Sansevieria hahnii","Sansevieria","hahnii"
"33661","Asparagaceae","Sansevieria metallica","Sansevieria","metallica"
"33663","Asparagaceae","Sansevieria trifasciata","Sansevieria","trifasciata"
"33676","Asparagaceae","Sansevieria zeylanica","Sansevieria","zeylanica"
"33678","Santalaceae","Santalum acuminatum","Santalum","acuminatum"
"33679","Santalaceae","Santalum album","Santalum","album"
"33688","Santalaceae","Santalum austrocaledonicum","Santalum","austrocaledonicum"
"33689","Santalaceae","Santalum haleakalae","Santalum","haleakalae"
"33691","Santalaceae","Santalum lanceolatum","Santalum","lanceolatum"
"33692","Santalaceae","Santalum paniculatum","Santalum","paniculatum"
"33693","Compositae","Santolina chamaecyparissus","Santolina","chamaecyparissus"
"33696","Compositae","Santolina virens","Santolina","virens"
"33697","Compositae","Sanvitalia procumbens","Sanvitalia","procumbens"
"33698","Sapindaceae","Sapindus delavayi","Sapindus","delavayi"
"33699","Sapindaceae","Sapindus drummondii","Sapindus","drummondii"
"33700","Sapindaceae","Sapindus mukorossi","Sapindus","mukorossi"
"33702","Sapindaceae","Sapindus saponaria","Sapindus","saponaria"
"33705","Euphorbiaceae","Neoshirakia japonica","Neoshirakia","japonica"
"33706","Euphorbiaceae","Sapium sebiferum","Sapium","sebiferum"
"33713","Caryophyllaceae","Saponaria officinalis","Saponaria","officinalis"
"33721","Apiaceae","Saposhnikovia divaricata","Saposhnikovia","divaricata"
"33725","Leguminosae","Saraca asoca","Saraca","asoca"
"33726","Leguminosae","Saraca declinata","Saraca","declinata"
"33727","Leguminosae","Saraca indica","Saraca","indica"
"33729","Buxaceae","Sarcococca pruniformis","Sarcococca","pruniformis"
"33730","Buxaceae","Sarcococca ruscifolia","Sarcococca","ruscifolia"
"33731","Amaranthaceae","Sarcocornia fruticosa","Sarcocornia","fruticosa"
"33732","Rutaceae","Sarcomelicope simplicifolia","Sarcomelicope","simplicifolia"
"33733","Rosaceae","Sarcopoterium spinosum","Sarcopoterium","spinosum"
"33734","Apocynaceae","Sarcostemma clausum","Sarcostemma","clausum"
"33736","Sarraceniaceae","Sarracenia purpurea","Sarracenia","purpurea"
"33737","Sarraceniaceae","Sarracenia rubra","Sarracenia","rubra"
"33738","Poaceae","Sasa borealis","Sasa","borealis"
"33739","Poaceae","Sasa nipponica","Sasa","nipponica"
"33740","Lauraceae","Sassafras albidum","Sassafras","albidum"
"33752","Lauraceae","Sassafras officinale","Sassafras","officinale"
"33755","Lauraceae","Sassafras tzumu","Sassafras","tzumu"
"33757","Lamiaceae","Satureja hortensis","Satureja","hortensis"
"33762","Lamiaceae","Satureja montana","Satureja","montana"
"33765","Phyllanthaceae","Sauropus androgynus","Sauropus","androgynus"
"33768","Phyllanthaceae","Sauropus spatulifolius","Sauropus","spatulifolius"
"33769","Saururaceae","Saururus cernuus","Saururus","cernuus"
"33770","Saururaceae","Saururus chinensis","Saururus","chinensis"
"33772","Ochnaceae","Sauvagesia erecta","Sauvagesia","erecta"
"33773","Podocarpaceae","Saxegothaea conspicua","Saxegothaea","conspicua"
"33774","Saxifragaceae","Saxifraga cotyledon","Saxifraga","cotyledon"
"33775","Saxifragaceae","Saxifraga rivularis","Saxifraga","rivularis"
"33776","Saxifragaceae","Saxifraga stolonifera","Saxifraga","stolonifera"
"33779","Caprifoliaceae","Scabiosa atropurpurea","Scabiosa","atropurpurea"
"33787","Caprifoliaceae","Lomelosia caucasica","Lomelosia","caucasica"
"33792","Caprifoliaceae","Scabiosa cinerea","Scabiosa","cinerea"
"33793","Caprifoliaceae","Scabiosa columbaria","Scabiosa","columbaria"
"33795","Caprifoliaceae","Scabiosa graminifolia","Scabiosa","graminifolia"
"33796","Caprifoliaceae","Scabiosa japonica","Scabiosa","japonica"
"33797","Caprifoliaceae","Scabiosa lucida","Scabiosa","lucida"
"33798","Caprifoliaceae","Lomelosia olivieri","Lomelosia","olivieri"
"33799","Caprifoliaceae","Scabiosa purpurea","Scabiosa","purpurea"
"33800","Caprifoliaceae","Scabiosa triandra","Scabiosa","triandra"
"33801","Goodeniaceae","Scaevola floribunda","Scaevola","floribunda"
"33802","Goodeniaceae","Scaevola plumieri","Scaevola","plumieri"
"33804","Goodeniaceae","Scaevola taccada","Scaevola","taccada"
"33812","Compositae","Scalesia affinis","Scalesia","affinis"
"33813","Compositae","Scalesia aspera","Scalesia","aspera"
"33814","Compositae","Scalesia atractyloides","Scalesia","atractyloides"
"33816","Compositae","Scalesia baurii","Scalesia","baurii"
"33818","Compositae","Scalesia helleri","Scalesia","helleri"
"33819","Compositae","Scalesia incisa","Scalesia","incisa"
"33821","Compositae","Scalesia pedunculata","Scalesia","pedunculata"
"33837","Araliaceae","Schefflera arboricola","Schefflera","arboricola"
"33849","Araliaceae","Schefflera digitata","Schefflera","digitata"
"33857","Araliaceae","Schefflera elliptica","Schefflera","elliptica"
"33858","Araliaceae","Schefflera heptaphylla","Schefflera","heptaphylla"
"33861","Araliaceae","Schefflera morototoni","Schefflera","morototoni"
"33864","Araliaceae","Schefflera sciodaphyllum","Schefflera","sciodaphyllum"
"33866","Anacardiaceae","Schinus areira","Schinus","areira"
"33867","Anacardiaceae","Schinus polygama","Schinus","polygama"
"33868","Anacardiaceae","Schinus molle","Schinus","molle"
"33907","Anacardiaceae","Schinus terebinthifolia","Schinus","terebinthifolia"
"33930","Schisandraceae","Schisandra chinensis","Schisandra","chinensis"
"33932","Araceae","Schismatoglottis calyptrata","Schismatoglottis","calyptrata"
"33934","Solanaceae","Schizanthus pinnatus","Schizanthus","pinnatus"
"33937","Solanaceae","Schizanthus grahamii","Schizanthus","grahamii"
"33938","Solanaceae","Schizanthus wisetonensis","Schizanthus","wisetonensis"
"33939","Compositae","Schizogyne sericea","Schizogyne","sericea"
"33941","Leguminosae","Schizolobium parahyba","Schizolobium","parahyba"
"33944","Cunoniaceae","Schizomeria ovata","Schizomeria","ovata"
"33945","Hydrangeaceae","Schizophragma hydrangeoides","Schizophragma","hydrangeoides"
"33947","Compositae","Schkuhria pinnata","Schkuhria","pinnata"
"33949","Sapindaceae","Schleichera oleosa","Schleichera","oleosa"
"33951","Leguminosae","Schleinitzia insularum","Schleinitzia","insularum"
"33952","Cactaceae","Schlumbergera bridgesii","Schlumbergera","bridgesii"
"33957","Cyperaceae","Schoenoplectus californicus","Schoenoplectus","californicus"
"33958","Cyperaceae","Schoenoplectus litoralis","Schoenoplectus","litoralis"
"33961","Oleaceae","Schrebera swietenioides","Schrebera","swietenioides"
"33962","Ochnaceae","Schuurmansia henningsii","Schuurmansia","henningsii"
"33964","Sciadopityaceae","Sciadopitys verticillata","Sciadopitys","verticillata"
"33967","Asparagaceae","Scilla bifolia","Scilla","bifolia"
"33968","Asparagaceae","Scilla hyacinthoides","Scilla","hyacinthoides"
"33969","Asparagaceae","Merwilla plumbea","Merwilla","plumbea"
"33970","Asparagaceae","Scilla siberica","Scilla","siberica"
"33972","Araceae","Scindapsus pictus","Scindapsus","pictus"
"33974","Cyperaceae","Schoenoplectus acutus","Schoenoplectus","acutus"
"33977","Cyperaceae","Schoenoplectus americanus","Schoenoplectus","americanus"
"33979","Cyperaceae","Scirpoides holoschoenus","Scirpoides","holoschoenus"
"33980","Cyperaceae","Schoenoplectus lacustris","Schoenoplectus","lacustris"
"33981","Cyperaceae","Bolboschoenus maritimus","Bolboschoenus","maritimus"
"33983","Cyperaceae","Scirpus sylvaticus","Scirpus","sylvaticus"
"33984","Cyperaceae","Bolboschoenus glaucus","Bolboschoenus","glaucus"
"33985","Caryophyllaceae","Scleranthus annuus","Scleranthus","annuus"
"33987","Cyperaceae","Scleria gaertneri","Scleria","gaertneri"
"33988","Compositae","Sclerocarpus phyllocephalus","Sclerocarpus","phyllocephalus"
"33989","Anacardiaceae","Sclerocarya birrea","Sclerocarya","birrea"
"33993","Liliaceae","Scoliopus hallii","Scoliopus","hallii"
"33994","Salicaceae","Scolopia oldhamii","Scolopia","oldhamii"
"33997","Compositae","Scolymus hispanicus","Scolymus","hispanicus"
"33999","Plantaginaceae","Scoparia dulcis","Scoparia","dulcis"
"34004","Solanaceae","Scopolia japonica","Scopolia","japonica"
"34005","Compositae","Scorzonera hispanica","Scorzonera","hispanica"
"34017","Compositae","Scorzonera tau-saghyz","Scorzonera","tau-saghyz"
"34022","Lamiaceae","Scutellaria baicalensis","Scutellaria","baicalensis"
"34025","Lamiaceae","Scutellaria galericulata","Scutellaria","galericulata"
"34026","Rhamnaceae","Scutia myrtina","Scutia","myrtina"
"34027","Rhamnaceae","Scutia spicata","Scutia","spicata"
"34028","Anacardiaceae","Searsia gerrardii","Searsia","gerrardii"
"34029","Anacardiaceae","Searsia glutinosa","Searsia","glutinosa"
"34031","Euphorbiaceae","Sebastiania commersoniana","Sebastiania","commersoniana"
"34032","Poaceae","Secale cereale","Secale","cereale"
"34089","Cucurbitaceae","Sechium edule","Sechium","edule"
"34111","Phyllanthaceae","Flueggea suffruticosa","Flueggea","suffruticosa"
"34112","Crassulaceae","Sedum acre","Sedum","acre"
"34113","Crassulaceae","Sedum dendroideum","Sedum","dendroideum"
"34115","Crassulaceae","Sedum pachyphyllum","Sedum","pachyphyllum"
"34116","Crassulaceae","Sedum palmeri","Sedum","palmeri"
"34117","Crassulaceae","Sedum retusum","Sedum","retusum"
"34118","Crassulaceae","Sedum rubrotinctum","Sedum","rubrotinctum"
"34119","Crassulaceae","Sedum sarmentosum","Sedum","sarmentosum"
"34120","Crassulaceae","Sedum sediforme","Sedum","sediforme"
"34121","Crassulaceae","Sedum sieboldii","Sedum","sieboldii"
"34123","Crassulaceae","Sedum spectabile","Sedum","spectabile"
"34126","Crassulaceae","Sedum spurium","Sedum","spurium"
"34129","Aizoaceae","Erepsia lacera","Erepsia","lacera"
"34130","Crassulaceae","Sempervivum arachnoideum","Sempervivum","arachnoideum"
"34131","Crassulaceae","Sempervivum burchardii","Sempervivum","burchardii"
"34132","Crassulaceae","Sempervivum tectorum","Sempervivum","tectorum"
"34133","Crassulaceae","Sempervivum marmoreum","Sempervivum","marmoreum"
"34137","Compositae","Jacobaea cannabifolia","Jacobaea","cannabifolia"
"34143","Compositae","Senecio confusus","Senecio","confusus"
"34148","Compositae","Emilia discifolia","Emilia","discifolia"
"34149","Compositae","Jacobaea vulgaris","Jacobaea","vulgaris"
"34151","Compositae","Senecio lautus","Senecio","lautus"
"34152","Compositae","Senecio mesogrammoides","Senecio","mesogrammoides"
"34155","Compositae","Senecio rufiglandulosus","Senecio","rufiglandulosus"
"34156","Compositae","Senecio serpens","Senecio","serpens"
"34157","Compositae","Senecio skirrhodon","Senecio","skirrhodon"
"34158","Compositae","Senecio subdentatus","Senecio","subdentatus"
"34159","Compositae","Senecio tamoides","Senecio","tamoides"
"34160","Compositae","Senecio vulgaris","Senecio","vulgaris"
"34178","Leguminosae","Senegalia mellifera","Senegalia","mellifera"
"34186","Leguminosae","Senna auriculata","Senna","auriculata"
"34190","Leguminosae","Senna didymobotrya","Senna","didymobotrya"
"34194","Leguminosae","Senna fruticosa","Senna","fruticosa"
"34195","Leguminosae","Senna gaudichaudii","Senna","gaudichaudii"
"34196","Leguminosae","Senna holosericea","Senna","holosericea"
"34198","Leguminosae","Senna multiglandulosa","Senna","multiglandulosa"
"34209","Leguminosae","Senna pistaciifolia","Senna","pistaciifolia"
"34210","Leguminosae","Senna polyphylla","Senna","polyphylla"
"34222","Leguminosae","Senna spectabilis","Senna","spectabilis"
"34225","Leguminosae","Senna sulfurea","Senna","sulfurea"
"34234","Cupressaceae","Sequoia sempervirens","Sequoia","sempervirens"
"34254","Cupressaceae","Sequoiadendron giganteum","Sequoiadendron","giganteum"
"34266","Leguminosae","Serianthes nelsonii","Serianthes","nelsonii"
"34267","Rubiaceae","Serissa japonica","Serissa","japonica"
"34270","Proteaceae","Serruria florida","Serruria","florida"
"34271","Pedaliaceae","Sesamum calycinum","Sesamum","calycinum"
"34272","Pedaliaceae","Sesamum indicum","Sesamum","indicum"
"34310","Leguminosae","Sesbania bispinosa","Sesbania","bispinosa"
"34313","Leguminosae","Sesbania coerulescens","Sesbania","coerulescens"
"34314","Leguminosae","Sesbania cannabina","Sesbania","cannabina"
"34318","Leguminosae","Sesbania cinerascens","Sesbania","cinerascens"
"34320","Leguminosae","Sesbania emerus","Sesbania","emerus"
"34321","Leguminosae","Sesbania herbacea","Sesbania","herbacea"
"34328","Leguminosae","Sesbania exasperata","Sesbania","exasperata"
"34329","Leguminosae","Sesbania grandiflora","Sesbania","grandiflora"
"34337","Leguminosae","Sesbania leptocarpa","Sesbania","leptocarpa"
"34338","Leguminosae","Sesbania macrantha","Sesbania","macrantha"
"34341","Leguminosae","Sesbania virgata","Sesbania","virgata"
"34342","Leguminosae","Sesbania microphylla","Sesbania","microphylla"
"34343","Leguminosae","Sesbania sesban","Sesbania","sesban"
"34345","Leguminosae","Sesbania punicea","Sesbania","punicea"
"34348","Leguminosae","Sesbania rostrata","Sesbania","rostrata"
"34349","Leguminosae","Sesbania sericea","Sesbania","sericea"
"34362","Leguminosae","Sesbania simpliciuscula","Sesbania","simpliciuscula"
"34363","Apiaceae","Seseli dichotomum","Seseli","dichotomum"
"34364","Apiaceae","Seseli gummiferum","Seseli","gummiferum"
"34366","Apiaceae","Seseli transcaucasicum","Seseli","transcaucasicum"
"34367","Aizoaceae","Sesuvium maritimum","Sesuvium","maritimum"
"34368","Aizoaceae","Sesuvium portulacastrum","Sesuvium","portulacastrum"
"34370","Poaceae","Setaria apiculata","Setaria","apiculata"
"34372","Poaceae","Setaria barbata","Setaria","barbata"
"34373","Poaceae","Setaria vaginata","Setaria","vaginata"
"34374","Poaceae","Setaria faberi","Setaria","faberi"
"34384","Poaceae","Setaria homonyma","Setaria","homonyma"
"34385","Poaceae","Setaria italica","Setaria","italica"
"34402","Poaceae","Setaria magna","Setaria","magna"
"34404","Poaceae","Setaria media","Setaria","media"
